(B.A) |- ((B.A)|(B.B)):BA |- (BA|BB), 3, 5 , 1, 3, 0.037 , 1, 1, 0.02 
((B.A)|(B.B)) |- (B.A):(BA|BB) |- BA, 5, 3 , 0, 4, 0.034 , 0, 4, 0.061 
(B.A) |- (B.B):BA |- BB, 3, 3 , 0, 3, 0.019 , 0, 3, 0.00800000000001 
(B.B) |- (B.A):BB |- BA, 3, 3 , 0, 3, 0.018 , 0, 3, 0.00700000000001 
(B.A) |- (A.A):BA |- AA, 3, 3 , 0, 2, 0.014 , 0, 2, 0.00500000000001 
(A^*) |- ((A^*)|(B.B)):((A)*) |- (((A)*)|BB), 2, 4 , 1, 3, 0.03 , 1, 1, 0.004 
((A^*)|(B.B)) |- (A^*):(((A)*)|BB) |- ((A)*), 4, 2 , 0, 4, 0.032 , 0, 3, 0.00999999999998 
(A^*) |- (B.B):((A)*) |- BB, 2, 3 , 0, 1, 0.013 , 0, 1, 0.001 
(B.B) |- (A^*):BB |- ((A)*), 3, 2 , 0, 2, 0.016 , 0, 2, 0.019 
(A^*) |- (B.A):((A)*) |- BA, 2, 3 , 0, 1, 0.012 , 0, 1, 0.002 
(A.A) |- ((A.A)|(A^*)):AA |- (AA|((A)*)), 3, 4 , 1, 3, 0.033 , 1, 1, 0.00500000000001 
((A.A)|(A^*)) |- (A.A):(AA|((A)*)) |- AA, 4, 3 , 0, 1, 0.021 , 0, 1, 0.004 
(A.A) |- (A^*):AA |- ((A)*), 3, 2 , 1, 3, 0.022 , 1, 3, 0.00900000000001 
(A^*) |- (A.A):((A)*) |- AA, 2, 3 , 0, 1, 0.019 , 0, 1, 0.001 
(A.A) |- (B|A):AA |- (B|A), 3, 2 , 0, 3, 0.019 , 0, 3, 0.00999999999998 
(B.B) |- ((B.B)|(A^*)):BB |- (BB|((A)*)), 3, 4 , 1, 3, 0.035 , 1, 1, 0.00500000000001 
((B.B)|(A^*)) |- (B.B):(BB|((A)*)) |- BB, 4, 3 , 0, 1, 0.021 , 0, 1, 0.003 
(B.B) |- (A^*):BB |- ((A)*), 3, 2 , 0, 2, 0.015 , 0, 2, 0.004 
(A^*) |- (B.B):((A)*) |- BB, 2, 3 , 0, 1, 0.011 , 0, 1, 0.001 
(B.B) |- (A.B):BB |- AB, 3, 3 , 0, 2, 0.014 , 0, 2, 0.00500000000003 
(A.B) |- ((A.B)|(B.B)):AB |- (AB|BB), 3, 5 , 1, 3, 0.032 , 1, 1, 0.00799999999995 
((A.B)|(B.B)) |- (A.B):(AB|BB) |- AB, 5, 3 , 0, 4, 0.032 , 0, 3, 0.01 
(A.B) |- (B.B):AB |- BB, 3, 3 , 0, 2, 0.016 , 0, 2, 0.004 
(B.B) |- (A.B):BB |- AB, 3, 3 , 0, 2, 0.014 , 0, 2, 0.00399999999995 
(A.B) |- (A.B):AB |- AB, 3, 3 , 1, 3, 0.02 , 1, 1, 0.002 
(B.A) |- ((B.A)|(B.B)):BA |- (BA|BB), 3, 5 , 1, 3, 0.032 , 1, 1, 0.00300000000003 
((B.A)|(B.B)) |- (B.A):(BA|BB) |- BA, 5, 3 , 0, 4, 0.032 , 0, 4, 0.017 
(B.A) |- (B.B):BA |- BB, 3, 3 , 0, 3, 0.018 , 0, 3, 0.00799999999998 
(B.B) |- (B.A):BB |- BA, 3, 3 , 0, 3, 0.017 , 0, 3, 0.00700000000001 
(B.A) |- (B.B):BA |- BB, 3, 3 , 0, 3, 0.018 , 0, 3, 0.00600000000001 
(B.A) |- ((B.A)|(B^*)):BA |- (BA|((B)*)), 3, 4 , 1, 3, 0.033 , 1, 1, 0.003 
((B.A)|(B^*)) |- (B.A):(BA|((B)*)) |- BA, 4, 3 , 0, 1, 0.021 , 0, 1, 0.003 
(B.A) |- (B^*):BA |- ((B)*), 3, 2 , 0, 3, 0.019 , 0, 3, 0.00899999999998 
(B^*) |- (B.A):((B)*) |- BA, 2, 3 , 0, 1, 0.012 , 0, 1, 0.002 
(B.A) |- (A.B):BA |- AB, 3, 3 , 0, 2, 0.013 , 0, 2, 0.00500000000001 
(B|B) |- ((B|B)|(B^*)):(B|B) |- ((B|B)|((B)*)), 2, 3 , 1, 2, 0.025 , 1, 2, 0.00600000000001 
((B|B)|(B^*)) |- (B|B):((B|B)|((B)*)) |- (B|B), 3, 2 , 0, 1, 0.019 , 0, 1, 0.003 
(B|B) |- (B^*):(B|B) |- ((B)*), 2, 2 , 1, 2, 0.019 , 1, 2, 0.00500000000001 
